Ensembl_gene_ID	Ensembl_transcript_ID	Gene_symbol	Intron1	Intron2	Intron3	Intron4	Intron5	Intron6
ENSMUSG00000073927	ENSMUST00000215410	Olfr652	528	2534				
ENSMUSG00000073927	ENSMUST00000216131	Olfr652	427	2534				
ENSMUSG00000073926	ENSMUST00000217466	Olfr653	142	1775	101			
ENSMUSG00000073926	ENSMUST00000215585	Olfr653	142	1796	101			
ENSMUSG00000073926	ENSMUST00000098174	Olfr653	0					
ENSMUSG00000073925	ENSMUST00000213984	Olfr654	631					
ENSMUSG00000073925	ENSMUST00000210457	Olfr654	0					
ENSMUSG00000051182	ENSMUST00000216750	Olfr655	4434					
ENSMUSG00000051182	ENSMUST00000215538	Olfr655	4467					
ENSMUSG00000073924	ENSMUST00000215575	Olfr656	3558					
ENSMUSG00000073923	ENSMUST00000215454	Olfr657	9654	637				
ENSMUSG00000073923	ENSMUST00000213297	Olfr657	10740					
ENSMUSG00000070421	ENSMUST00000210641	Olfr658	1514					
ENSMUSG00000073922	ENSMUST00000214986	Olfr659	278	3076				
ENSMUSG00000073920	ENSMUST00000214876	Olfr661	398	666				
ENSMUSG00000073917	ENSMUST00000216971	Olfr665	1603					
ENSMUSG00000073917	ENSMUST00000216257	Olfr665	2578					
ENSMUSG00000073917	ENSMUST00000215761	Olfr665	751	1603				
ENSMUSG00000063582	ENSMUST00000214757	Olfr666	2182					
ENSMUSG00000056782	ENSMUST00000217177	Olfr667	4046					
ENSMUSG00000057770	ENSMUST00000215359	Olfr668	2154					
ENSMUSG00000073916	ENSMUST00000214260	Olfr669	1402	2500				
ENSMUSG00000073916	ENSMUST00000210138	Olfr669	4043					
ENSMUSG00000044705	ENSMUST00000214216	Olfr670	1778					
ENSMUSG00000094531	ENSMUST00000210963	Olfr671	3074					
ENSMUSG00000094531	ENSMUST00000217091	Olfr671	2524	473				
ENSMUSG00000051172	ENSMUST00000213942	Olfr672	4118	662				
ENSMUSG00000096773	ENSMUST00000210113	Olfr675	1295					
ENSMUSG00000096773	ENSMUST00000215899	Olfr675	3354					
ENSMUSG00000096773	ENSMUST00000214318	Olfr675	2040	1223				
ENSMUSG00000073915	ENSMUST00000219602	Olfr676	2251					
ENSMUSG00000073914	ENSMUST00000213204	Olfr677	4408					
ENSMUSG00000073913	ENSMUST00000213622	Olfr678	4796					
ENSMUSG00000096029	ENSMUST00000215704	Olfr679	4420					
ENSMUSG00000096029	ENSMUST00000214328	Olfr679	3556	698				
ENSMUSG00000041885	ENSMUST00000042676	Olfr680-ps1	1180					
ENSMUSG00000095248	ENSMUST00000216247	Olfr681	1022	2243	694			
ENSMUSG00000095248	ENSMUST00000215517	Olfr681	1022	3285				
ENSMUSG00000095248	ENSMUST00000215564	Olfr681	1022	2427	694			
ENSMUSG00000044120	ENSMUST00000209879	Olfr683	346	1217	770			
ENSMUSG00000047225	ENSMUST00000215552	Olfr684	5626					
ENSMUSG00000047225	ENSMUST00000215744	Olfr684	5809					
ENSMUSG00000047225	ENSMUST00000217136	Olfr684	5780					
ENSMUSG00000047794	ENSMUST00000214712	Olfr685	1125	1362	1784			
ENSMUSG00000047794	ENSMUST00000217432	Olfr685	1205	1362	1784			
ENSMUSG00000047794	ENSMUST00000209409	Olfr685	2634	1784				
ENSMUSG00000048425	ENSMUST00000216613	Olfr686	685					
ENSMUSG00000048425	ENSMUST00000214147	Olfr686	2427					
ENSMUSG00000048425	ENSMUST00000216143	Olfr686	3016					
ENSMUSG00000073909	ENSMUST00000098155	Olfr688	0					
ENSMUSG00000073907	ENSMUST00000215413	Olfr689	2679					
ENSMUSG00000050266	ENSMUST00000211006	Olfr690	3832					
ENSMUSG00000050266	ENSMUST00000216230	Olfr690	3795					
ENSMUSG00000050266	ENSMUST00000061920	Olfr690	0					
ENSMUSG00000043948	ENSMUST00000213290	Olfr691	4435					
ENSMUSG00000073906	ENSMUST00000098152	Olfr692	0					
ENSMUSG00000051680	ENSMUST00000215541	Olfr693	918	647				
ENSMUSG00000064223	ENSMUST00000216895	Olfr694	1292					
ENSMUSG00000064223	ENSMUST00000216118	Olfr694	1800					
ENSMUSG00000064223	ENSMUST00000052535	Olfr694	1403					
ENSMUSG00000108948	ENSMUST00000216868	Olfr695	235	1178				
ENSMUSG00000051591	ENSMUST00000217734	Olfr697	420					
ENSMUSG00000059087	ENSMUST00000216255	Olfr698	1485					
ENSMUSG00000059087	ENSMUST00000214306	Olfr698	1490					
ENSMUSG00000096714	ENSMUST00000215952	Olfr699	1567					
ENSMUSG00000096714	ENSMUST00000216307	Olfr699	1043					
ENSMUSG00000094493	ENSMUST00000214840	Olfr700	1935					
ENSMUSG00000036744	ENSMUST00000166880	Olfr701	726	942	1907			
ENSMUSG00000036744	ENSMUST00000075414	Olfr701	731	942	777	1053		
ENSMUSG00000036744	ENSMUST00000217739	Olfr701	942	777	1053			
ENSMUSG00000056863	ENSMUST00000219803	Olfr702	4774	2078	1907			
ENSMUSG00000056863	ENSMUST00000208895	Olfr702	0					
ENSMUSG00000056863	ENSMUST00000208864	Olfr702	4774	4324				
ENSMUSG00000073901	ENSMUST00000216254	Olfr703	75	853				
ENSMUSG00000073900	ENSMUST00000080925	Olfr704	236	1245				
ENSMUSG00000109058	ENSMUST00000213721	Olfr705	2021					
ENSMUSG00000109058	ENSMUST00000216009	Olfr705	1937					
ENSMUSG00000109354	ENSMUST00000213918	Olfr706	119	627				
ENSMUSG00000109354	ENSMUST00000209025	Olfr706	0					
ENSMUSG00000069390	ENSMUST00000210644	Olfr707	7095					
ENSMUSG00000069390	ENSMUST00000214112	Olfr707	7177					
ENSMUSG00000069390	ENSMUST00000213251	Olfr707	5700	3319				
ENSMUSG00000069390	ENSMUST00000208759	Olfr707	3736	3319				
ENSMUSG00000073899	ENSMUST00000215949	Olfr1532-ps1	5826					
ENSMUSG00000073899	ENSMUST00000207492	Olfr1532-ps1	5851					
ENSMUSG00000062553	ENSMUST00000215468	Olfr709-ps1	3010	1258				
ENSMUSG00000045581	ENSMUST00000055923	Olfr710	3090					
ENSMUSG00000036647	ENSMUST00000213552	Olfr6	259	880	676	575	3941	
ENSMUSG00000036647	ENSMUST00000040983	Olfr6	259	880	676	575	1463	
ENSMUSG00000036647	ENSMUST00000213651	Olfr6	259	880	676	575	1463	2377
ENSMUSG00000045013	ENSMUST00000051715	Olfr711	1036	1689				
ENSMUSG00000045013	ENSMUST00000207200	Olfr711	2794					
ENSMUSG00000045013	ENSMUST00000216335	Olfr711	1036					
ENSMUSG00000070417	ENSMUST00000214105	Olfr2	101	3537				
ENSMUSG00000070417	ENSMUST00000216375	Olfr2	359	3537				
ENSMUSG00000070417	ENSMUST00000208147	Olfr2	359	2782	481			
ENSMUSG00000073898	ENSMUST00000213623	Olfr713	2313	1179				
ENSMUSG00000049674	ENSMUST00000214429	Olfr714	570	1928				
ENSMUSG00000073897	ENSMUST00000210568	Olfr17	2923					
ENSMUSG00000062987	ENSMUST00000215713	Olfr715b	2743					
ENSMUSG00000060503	ENSMUST00000214919	Olfr715	703					
ENSMUSG00000073896	ENSMUST00000213367	Olfr716	477	8193				
ENSMUSG00000073896	ENSMUST00000214819	Olfr716	8770					
ENSMUSG00000073896	ENSMUST00000216871	Olfr716	8193					
ENSMUSG00000073896	ENSMUST00000215284	Olfr716	644	8096				
ENSMUSG00000073896	ENSMUST00000209942	Olfr716	264	8193				
ENSMUSG00000073896	ENSMUST00000210474	Olfr716	5874					
ENSMUSG00000073896	ENSMUST00000098137	Olfr716	0					
ENSMUSG00000066242	ENSMUST00000208563	Olfr467	2222					
ENSMUSG00000066242	ENSMUST00000214253	Olfr467	2219					
ENSMUSG00000095910	ENSMUST00000213252	Olfr469	1050	755				
ENSMUSG00000109542	ENSMUST00000220193	Olfr470	1066	440				
ENSMUSG00000073893	ENSMUST00000209670	Olfr472	4571					
ENSMUSG00000073893	ENSMUST00000216937	Olfr472	3346	1123				
ENSMUSG00000073893	ENSMUST00000210420	Olfr472	0					
ENSMUSG00000095212	ENSMUST00000217618	Olfr473	2897					
ENSMUSG00000094197	ENSMUST00000054434	Olfr474	0					
ENSMUSG00000095301	ENSMUST00000217173	Olfr476	2173					
ENSMUSG00000096151	ENSMUST00000214677	Olfr477	3101					
ENSMUSG00000094426	ENSMUST00000210173	Olfr478	1548					
ENSMUSG00000043855	ENSMUST00000214599	Olfr479	2359	484				
ENSMUSG00000043855	ENSMUST00000209805	Olfr479	2359	484	346			
ENSMUSG00000063120	ENSMUST00000217653	Olfr480	593					
ENSMUSG00000054236	ENSMUST00000213601	Olfr481	723					
ENSMUSG00000059031	ENSMUST00000217304	Olfr482	1976					
ENSMUSG00000078118	ENSMUST00000215159	Olfr483	2405					
ENSMUSG00000078118	ENSMUST00000104917	Olfr483	0					
ENSMUSG00000110171	ENSMUST00000214722	Olfr484	2083					
ENSMUSG00000110171	ENSMUST00000210881	Olfr484	0					
ENSMUSG00000108995	ENSMUST00000208296	Olfr485	0					
ENSMUSG00000096068	ENSMUST00000072035	Olfr486	0					
ENSMUSG00000095929	ENSMUST00000216489	Olfr487	1984					
ENSMUSG00000096465	ENSMUST00000211508	Olfr488	952					
ENSMUSG00000096465	ENSMUST00000215173	Olfr488	2126					
ENSMUSG00000109884	ENSMUST00000211345	Olfr490	1767					
ENSMUSG00000094612	ENSMUST00000209545	Olfr491	2996	114				
ENSMUSG00000094612	ENSMUST00000214605	Olfr491	3241					
ENSMUSG00000109497	ENSMUST00000079865	Olfr492	0					
ENSMUSG00000093980	ENSMUST00000080106	Olfr493	0					
ENSMUSG00000109631	ENSMUST00000209743	Olfr494	2100					
ENSMUSG00000110253	ENSMUST00000215215	Olfr495	1887					
ENSMUSG00000110253	ENSMUST00000210990	Olfr495	0					
ENSMUSG00000095239	ENSMUST00000213521	Olfr497	2095					
ENSMUSG00000096679	ENSMUST00000217616	Olfr498	0					
ENSMUSG00000058014	ENSMUST00000216919	Olfr502	959					
ENSMUSG00000060759	ENSMUST00000211693	Olfr503	0					
ENSMUSG00000060105	ENSMUST00000075595	Olfr504	0					
ENSMUSG00000058244	ENSMUST00000209296	Olfr506	1326					
ENSMUSG00000061000	ENSMUST00000080014	Olfr507	0					
ENSMUSG00000063764	ENSMUST00000072914	Olfr508	0					
ENSMUSG00000049280	ENSMUST00000213756	Olfr509	3719	305				
ENSMUSG00000049280	ENSMUST00000215075	Olfr509	4153					
ENSMUSG00000049280	ENSMUST00000214861	Olfr509	3731	305				
ENSMUSG00000096209	ENSMUST00000213979	Olfr510	944					
ENSMUSG00000096209	ENSMUST00000216331	Olfr510	576	111				
ENSMUSG00000096209	ENSMUST00000217170	Olfr510	791					
ENSMUSG00000056946	ENSMUST00000209620	Olfr512	0					
ENSMUSG00000051200	ENSMUST00000214670	Olfr513	3799					
ENSMUSG00000066241	ENSMUST00000084754	Olfr514	0					
ENSMUSG00000062434	ENSMUST00000216092	Olfr516	4156					
ENSMUSG00000062434	ENSMUST00000217279	Olfr516	4301					
ENSMUSG00000066240	ENSMUST00000216500	Olfr517	975	2058				
ENSMUSG00000046431	ENSMUST00000217803	Olfr518	1825					
ENSMUSG00000066239	ENSMUST00000202706	Olfr519	0					
ENSMUSG00000051180	ENSMUST00000050585	Olfr522	0					
ENSMUSG00000051051	ENSMUST00000213953	Olfr523	513	1584				
ENSMUSG00000051051	ENSMUST00000216023	Olfr523	1584					
ENSMUSG00000051051	ENSMUST00000209314	Olfr523	506	1359				
ENSMUSG00000051051	ENSMUST00000215785	Olfr523	1359					
ENSMUSG00000051051	ENSMUST00000214272	Olfr523	513	411	820			
ENSMUSG00000050366	ENSMUST00000215815	Olfr524	2422					
ENSMUSG00000050366	ENSMUST00000051943	Olfr524	0					
ENSMUSG00000061489	ENSMUST00000214594	Olfr525	1631					
ENSMUSG00000062782	ENSMUST00000214858	Olfr527	1173					
ENSMUSG00000062782	ENSMUST00000214143	Olfr527	100					
ENSMUSG00000060112	ENSMUST00000215023	Olfr60	13631	623	893			
ENSMUSG00000060112	ENSMUST00000211031	Olfr60	14317	890				
ENSMUSG00000060112	ENSMUST00000216027	Olfr60	13631	890				
ENSMUSG00000060112	ENSMUST00000210932	Olfr60	15446					
ENSMUSG00000060974	ENSMUST00000216727	Olfr530	383	2119				
ENSMUSG00000060974	ENSMUST00000074177	Olfr530	0					
ENSMUSG00000062712	ENSMUST00000080153	Olfr531	1554					
ENSMUSG00000062712	ENSMUST00000216053	Olfr531	1544					
ENSMUSG00000062712	ENSMUST00000217167	Olfr531	0					
ENSMUSG00000063823	ENSMUST00000213801	Olfr532	1698					
ENSMUSG00000056883	ENSMUST00000211093	Olfr533	498	348	1032	482		
ENSMUSG00000056883	ENSMUST00000216258	Olfr533	498	348	1032			
ENSMUSG00000056883	ENSMUST00000215308	Olfr533	530	348	1032	482		
ENSMUSG00000056883	ENSMUST00000217179	Olfr533	530	348	1032			
ENSMUSG00000063230	ENSMUST00000214296	Olfr535	2386	2271	3112			
ENSMUSG00000063230	ENSMUST00000213715	Olfr535	2386	2271	3181			
ENSMUSG00000063230	ENSMUST00000217235	Olfr535	723	1569	2271	3112		
ENSMUSG00000052508	ENSMUST00000215768	Olfr536	184	635	352	1146		
ENSMUSG00000052508	ENSMUST00000215340	Olfr536	433	491	1686			
ENSMUSG00000052508	ENSMUST00000064392	Olfr536	433	491	1689			
ENSMUSG00000052508	ENSMUST00000209873	Olfr536	184	635	1686			
ENSMUSG00000095901	ENSMUST00000210973	Olfr538	3443	2545				
ENSMUSG00000093942	ENSMUST00000214180	Olfr46	4145	4515				
ENSMUSG00000093942	ENSMUST00000211771	Olfr46	4145	4450				
ENSMUSG00000096069	ENSMUST00000210373	Olfr61	8735					
ENSMUSG00000096069	ENSMUST00000210241	Olfr61	8474					
ENSMUSG00000096069	ENSMUST00000211685	Olfr61	8471					
ENSMUSG00000094819	ENSMUST00000084456	Olfr53	5306					
ENSMUSG00000094819	ENSMUST00000211057	Olfr53	5310					
ENSMUSG00000094819	ENSMUST00000211399	Olfr53	3235	2015				
ENSMUSG00000059136	ENSMUST00000218865	Olfr539	5707	1458				
ENSMUSG00000066122	ENSMUST00000214637	Olfr45	8738					
ENSMUSG00000057997	ENSMUST00000210357	Olfr541	6698					
ENSMUSG00000057997	ENSMUST00000209857	Olfr541	6746					
ENSMUSG00000069998	ENSMUST00000215324	Olfr372	2174	13697				
ENSMUSG00000061561	ENSMUST00000213940	Olfr373	15763					
ENSMUSG00000061561	ENSMUST00000215198	Olfr373	13452					
ENSMUSG00000046881	ENSMUST00000210435	Olfr374	2390					
ENSMUSG00000046881	ENSMUST00000209675	Olfr374	0					
ENSMUSG00000047286	ENSMUST00000214156	Olfr370	4916					
ENSMUSG00000047286	ENSMUST00000209408	Olfr370	4848					
ENSMUSG00000051952	ENSMUST00000218663	Olfr371	3184	1176				
ENSMUSG00000054141	ENSMUST00000216754	Olfr24	8163					
ENSMUSG00000054141	ENSMUST00000066997	Olfr24	0					
ENSMUSG00000078116	ENSMUST00000215380	Olfr828	3110					
ENSMUSG00000051414	ENSMUST00000212229	Olfr829	1558					
ENSMUSG00000062868	ENSMUST00000212723	Olfr830	572					
ENSMUSG00000095957	ENSMUST00000218385	Olfr832	7384					
ENSMUSG00000095525	ENSMUST00000086492	Olfr834	0					
ENSMUSG00000045204	ENSMUST00000213018	Olfr835	2246					
ENSMUSG00000059303	ENSMUST00000212730	Olfr836	512					
ENSMUSG00000059303	ENSMUST00000215981	Olfr836	298					
ENSMUSG00000110621	ENSMUST00000215699	Olfr837	567					
ENSMUSG00000110621	ENSMUST00000212482	Olfr837	0					
ENSMUSG00000110519	ENSMUST00000212127	Olfr839-ps1	1147					
ENSMUSG00000048391	ENSMUST00000214019	Olfr843	184	1339				
ENSMUSG00000048391	ENSMUST00000214267	Olfr843	622	1339				
ENSMUSG00000049229	ENSMUST00000220268	Olfr844	2065					
ENSMUSG00000061614	ENSMUST00000215572	Olfr845	1816					
ENSMUSG00000061614	ENSMUST00000213344	Olfr845	243	1447				
ENSMUSG00000058692	ENSMUST00000214810	Olfr846	2599					
ENSMUSG00000059821	ENSMUST00000216839	Olfr847	2617					
ENSMUSG00000052182	ENSMUST00000217273	Olfr849	518					
ENSMUSG00000094535	ENSMUST00000211832	Olfr850	0					
ENSMUSG00000052625	ENSMUST00000214130	Olfr851	2398					
ENSMUSG00000051160	ENSMUST00000213834	Olfr853	2987					
ENSMUSG00000095667	ENSMUST00000212872	Olfr854	0					
ENSMUSG00000043087	ENSMUST00000215587	Olfr855	1617					
ENSMUSG00000043087	ENSMUST00000061693	Olfr855	0					
ENSMUSG00000094678	ENSMUST00000217450	Olfr857	3227					
ENSMUSG00000094678	ENSMUST00000212013	Olfr857	3192					
ENSMUSG00000058659	ENSMUST00000212363	Olfr58	2632					
ENSMUSG00000058659	ENSMUST00000215112	Olfr58	2597					
ENSMUSG00000095448	ENSMUST00000217280	Olfr859	3123					
ENSMUSG00000095448	ENSMUST00000212540	Olfr859	3189					
ENSMUSG00000066905	ENSMUST00000086482	Olfr860	2906					
ENSMUSG00000066905	ENSMUST00000212353	Olfr860	0					
ENSMUSG00000066905	ENSMUST00000211924	Olfr860	1488	1284				
ENSMUSG00000063842	ENSMUST00000079660	Olfr862	2984					
ENSMUSG00000051118	ENSMUST00000217347	Olfr77	2759					
ENSMUSG00000051118	ENSMUST00000057596	Olfr77	1241	1370				
ENSMUSG00000050803	ENSMUST00000062248	Olfr866	0					
ENSMUSG00000044454	ENSMUST00000216538	Olfr867	1991					
ENSMUSG00000044454	ENSMUST00000212098	Olfr867	2380					
ENSMUSG00000044106	ENSMUST00000212767	Olfr868	1933					
ENSMUSG00000044106	ENSMUST00000212999	Olfr868	832	1064				
ENSMUSG00000058491	ENSMUST00000213024	Olfr869	7972					
ENSMUSG00000066899	ENSMUST00000215984	Olfr870	1434					
ENSMUSG00000061457	ENSMUST00000073122	Olfr871	0					
ENSMUSG00000066897	ENSMUST00000086474	Olfr872	22628					
ENSMUSG00000059623	ENSMUST00000212983	Olfr39	3200					
ENSMUSG00000049028	ENSMUST00000215540	Olfr873	1140					
ENSMUSG00000049028	ENSMUST00000075717	Olfr873	1585					
ENSMUSG00000066896	ENSMUST00000212943	Olfr18	21047					
ENSMUSG00000061165	ENSMUST00000215727	Olfr160	3795	1798				
ENSMUSG00000061165	ENSMUST00000211952	Olfr160	3795					
ENSMUSG00000063350	ENSMUST00000216982	Olfr874	112	745				
ENSMUSG00000058628	ENSMUST00000215128	Olfr875	564					
ENSMUSG00000058628	ENSMUST00000080634	Olfr875	0					
ENSMUSG00000066750	ENSMUST00000215287	Olfr876	613					
ENSMUSG00000066750	ENSMUST00000086064	Olfr876	0					
ENSMUSG00000066749	ENSMUST00000213956	Olfr877	291					
ENSMUSG00000066748	ENSMUST00000086062	Olfr145	0					
ENSMUSG00000066748	ENSMUST00000213688	Olfr145	105					
ENSMUSG00000066747	ENSMUST00000214263	Olfr878	485					
ENSMUSG00000066747	ENSMUST00000212878	Olfr878	0					
ENSMUSG00000060583	ENSMUST00000212489	Olfr881	347					
ENSMUSG00000094461	ENSMUST00000072974	Olfr883	0					
ENSMUSG00000095893	ENSMUST00000181088	Olfr884	398					
ENSMUSG00000096424	ENSMUST00000081985	Olfr885	0					
ENSMUSG00000096167	ENSMUST00000212502	Olfr887	385					
ENSMUSG00000096167	ENSMUST00000213091	Olfr887	0					
ENSMUSG00000095527	ENSMUST00000211851	Olfr888	324					
ENSMUSG00000096356	ENSMUST00000217286	Olfr889	375					
ENSMUSG00000096409	ENSMUST00000213458	Olfr890	384					
ENSMUSG00000045528	ENSMUST00000062535	Olfr891	0					
ENSMUSG00000093901	ENSMUST00000211975	Olfr893	310					
ENSMUSG00000093901	ENSMUST00000212815	Olfr893	275					
ENSMUSG00000070311	ENSMUST00000212992	Olfr894	418					
ENSMUSG00000094778	ENSMUST00000213129	Olfr143	327					
ENSMUSG00000096427	ENSMUST00000212156	Olfr895	327					
ENSMUSG00000111814	ENSMUST00000215219	Olfr896-ps1	107	355				
ENSMUSG00000111814	ENSMUST00000216276	Olfr896-ps1	83	355				
ENSMUSG00000058270	ENSMUST00000214155	Olfr25	351					
ENSMUSG00000058270	ENSMUST00000212354	Olfr25	0					
ENSMUSG00000094588	ENSMUST00000216304	Olfr898	344					
ENSMUSG00000094588	ENSMUST00000217063	Olfr898	340					
ENSMUSG00000049864	ENSMUST00000216168	Olfr250	491					
ENSMUSG00000096757	ENSMUST00000214865	Olfr251	459					
ENSMUSG00000049098	ENSMUST00000214648	Olfr147	944					
ENSMUSG00000052058	ENSMUST00000216502	Olfr901	589					
ENSMUSG00000052058	ENSMUST00000216644	Olfr901	273	220				
ENSMUSG00000049334	ENSMUST00000213105	Olfr902	812					
ENSMUSG00000094380	ENSMUST00000216724	Olfr904	655					
ENSMUSG00000096794	ENSMUST00000214377	Olfr905	1478					
ENSMUSG00000039962	ENSMUST00000214344	Olfr906	701					
ENSMUSG00000094810	ENSMUST00000214003	Olfr907	1535	1033				
ENSMUSG00000094810	ENSMUST00000214264	Olfr907	1130	1033				
ENSMUSG00000062621	ENSMUST00000216496	Olfr911-ps1	1978					
ENSMUSG00000060114	ENSMUST00000215122	Olfr910	976					
ENSMUSG00000111448	ENSMUST00000217160	Olfr912	973					
ENSMUSG00000059189	ENSMUST00000081095	Olfr913	1084					
ENSMUSG00000047050	ENSMUST00000217057	Olfr914	929					
ENSMUSG00000094701	ENSMUST00000214093	Olfr916	867	272				
ENSMUSG00000094701	ENSMUST00000213714	Olfr916	1218					
ENSMUSG00000063225	ENSMUST00000076542	Olfr917	0					
ENSMUSG00000046150	ENSMUST00000215461	Olfr918	958					
ENSMUSG00000056961	ENSMUST00000215612	Olfr919	1112	3766				
ENSMUSG00000056961	ENSMUST00000217508	Olfr919	820	3766				
ENSMUSG00000061039	ENSMUST00000074740	Olfr920	2108					
ENSMUSG00000049926	ENSMUST00000217114	Olfr921	1834					
ENSMUSG00000049926	ENSMUST00000213958	Olfr921	501	1246				
ENSMUSG00000049926	ENSMUST00000071681	Olfr921	0					
ENSMUSG00000043911	ENSMUST00000213164	Olfr922	554					
ENSMUSG00000043911	ENSMUST00000051004	Olfr922	0					
ENSMUSG00000044798	ENSMUST00000213619	Olfr923	910					
ENSMUSG00000044798	ENSMUST00000051238	Olfr923	0					
ENSMUSG00000062103	ENSMUST00000217350	Olfr924	3616					
ENSMUSG00000047667	ENSMUST00000104874	Olfr26	0					
ENSMUSG00000064333	ENSMUST00000078289	Olfr926	0					
ENSMUSG00000063221	ENSMUST00000217208	Olfr930	275					
ENSMUSG00000063221	ENSMUST00000058789	Olfr930	0					
ENSMUSG00000058515	ENSMUST00000216238	Olfr933	3074					
ENSMUSG00000058515	ENSMUST00000075680	Olfr933	0					
ENSMUSG00000057424	ENSMUST00000216823	Olfr934	1048	3769				
ENSMUSG00000057424	ENSMUST00000214324	Olfr934	1059	3769				
ENSMUSG00000059595	ENSMUST00000214157	Olfr935	4020					
ENSMUSG00000058820	ENSMUST00000214410	Olfr146	3639					
ENSMUSG00000058820	ENSMUST00000073671	Olfr146	0					
ENSMUSG00000058820	ENSMUST00000215383	Olfr146	3691					
ENSMUSG00000058820	ENSMUST00000214369	Olfr146	3625					
ENSMUSG00000094182	ENSMUST00000215049	Olfr937	3311	531				
ENSMUSG00000048501	ENSMUST00000056499	Olfr938	0					
ENSMUSG00000049708	ENSMUST00000216405	Olfr27	1473	14309				
ENSMUSG00000049708	ENSMUST00000214052	Olfr27	15865					
ENSMUSG00000094970	ENSMUST00000213830	Olfr943	13256	4480				
ENSMUSG00000094970	ENSMUST00000215770	Olfr943	13253	4480				
ENSMUSG00000094970	ENSMUST00000213176	Olfr943	17766					
ENSMUSG00000096555	ENSMUST00000215306	Olfr944	6097	672	8210			
ENSMUSG00000096555	ENSMUST00000213908	Olfr944	6097	8961				
ENSMUSG00000096109	ENSMUST00000213472	Olfr1537	11469					
ENSMUSG00000063380	ENSMUST00000216698	Olfr945	16540	1546				
ENSMUSG00000057349	ENSMUST00000216132	Olfr948	6170					
ENSMUSG00000094269	ENSMUST00000216107	Olfr951	6277					
ENSMUSG00000058856	ENSMUST00000073895	Olfr952	0					
ENSMUSG00000094745	ENSMUST00000214818	Olfr954	4626					
ENSMUSG00000063176	ENSMUST00000220176	Olfr955	936					
ENSMUSG00000062649	ENSMUST00000215065	Olfr44	873	7757				
ENSMUSG00000062649	ENSMUST00000216316	Olfr44	8714					
ENSMUSG00000095322	ENSMUST00000216177	Olfr957	3850					
ENSMUSG00000050853	ENSMUST00000215505	Olfr958	1220	1362				
ENSMUSG00000050853	ENSMUST00000217227	Olfr958	904	1362				
ENSMUSG00000059366	ENSMUST00000216298	Olfr959	537					
ENSMUSG00000059366	ENSMUST00000215194	Olfr959	561	1287				
ENSMUSG00000048299	ENSMUST00000216801	Olfr148	2498					
ENSMUSG00000059867	ENSMUST00000216584	Olfr960	96					
ENSMUSG00000059106	ENSMUST00000219295	Olfr961	1098					
ENSMUSG00000064110	ENSMUST00000215649	Olfr963	1376					
ENSMUSG00000062121	ENSMUST00000215192	Olfr149	3794					
ENSMUSG00000095839	ENSMUST00000215164	Olfr965	7540					
ENSMUSG00000095839	ENSMUST00000213335	Olfr965	2231	5289				
ENSMUSG00000094353	ENSMUST00000217257	Olfr150	1419	4193				
ENSMUSG00000055820	ENSMUST00000213358	Olfr967	4035					
ENSMUSG00000095903	ENSMUST00000216458	Olfr968	2040	5227	2581			
ENSMUSG00000094254	ENSMUST00000213266	Olfr969	4094					
ENSMUSG00000095774	ENSMUST00000215922	Olfr970	2557	7824				
ENSMUSG00000095774	ENSMUST00000213975	Olfr970	560	7824				
ENSMUSG00000093934	ENSMUST00000214242	Olfr971	2379					
ENSMUSG00000094449	ENSMUST00000215303	Olfr972	6444	145				
ENSMUSG00000094449	ENSMUST00000216167	Olfr972	6691					
ENSMUSG00000095390	ENSMUST00000214904	Olfr229	2272					
ENSMUSG00000051493	ENSMUST00000213246	Olfr974	4109					
ENSMUSG00000043331	ENSMUST00000216647	Olfr975	1068					
ENSMUSG00000047352	ENSMUST00000217630	Olfr976	2615					
ENSMUSG00000047352	ENSMUST00000213171	Olfr976	3879					
ENSMUSG00000047352	ENSMUST00000217360	Olfr976	0					
ENSMUSG00000044292	ENSMUST00000217600	Olfr978	1193					
ENSMUSG00000059473	ENSMUST00000215523	Olfr979	2066					
ENSMUSG00000060254	ENSMUST00000216463	Olfr980	2185					
ENSMUSG00000046678	ENSMUST00000215956	Olfr981	717					
ENSMUSG00000049010	ENSMUST00000054051	Olfr982	0					
ENSMUSG00000044205	ENSMUST00000213087	Olfr983	492					
ENSMUSG00000045812	ENSMUST00000213858	Olfr984	2754					
ENSMUSG00000045812	ENSMUST00000214856	Olfr984	9423					
ENSMUSG00000045812	ENSMUST00000217536	Olfr984	12578					
ENSMUSG00000049073	ENSMUST00000214981	Olfr985	1998					
ENSMUSG00000051095	ENSMUST00000218134	Olfr986	4707	1021				
ENSMUSG00000051095	ENSMUST00000216720	Olfr986	4707	1127				
ENSMUSG00000051095	ENSMUST00000214763	Olfr986	5940					
ENSMUSG00000107822	ENSMUST00000204477	Olfr1358	2075					
ENSMUSG00000071185	ENSMUST00000095473	Olfr1357	5246					
ENSMUSG00000071185	ENSMUST00000213877	Olfr1357	4149	762				
ENSMUSG00000071185	ENSMUST00000203305	Olfr1357	4024	762				
ENSMUSG00000071185	ENSMUST00000205085	Olfr1357	0					
ENSMUSG00000051190	ENSMUST00000205100	Olfr1356	4092					
ENSMUSG00000062873	ENSMUST00000078414	Olfr1355	3410					
ENSMUSG00000094673	ENSMUST00000204587	Olfr1354	3448					
ENSMUSG00000094673	ENSMUST00000217073	Olfr1354	3315					
